"","SOURCEID","DEPTH","OCDENS","MNGUSG_30mf","SOCS_0_200cm_30m","mfw_30m","a2012mfw_30m","TREL10_30m","TRC_30m","SW1L14_30m","SW2L14_30m","SW1_30m","SW2_30m","SRTMGL1_30m","REDL14_30m","RED_30m","OCCGSW_30m","NIRL14_30m","EXTGSW_30m","NIR_30m","SST_1_30m","SST_2_30m","SST_3_30m","SST_4_30m","TSM_1_30m","TSM_2_30m","TSM_3_30m","TSM_4_30m","TidalRange_30m","MTYP_Organogenic_30m","MTYP_Mineralogenic_30m","MTYP_Estuarine_30m","OCDENS.predicted"
"12937","DCD11 B3 Core 2",30,46,100,774,935,935,89,98,39,14,39,11,23,12,7,0,80,0,93,2440,2546,2432,2353,1007,654,967,1225,2564,0,0,100,39.4761468855219
"12938","DCD11 B3 Core 2",50,36,100,774,935,935,89,98,39,14,39,11,23,12,7,0,80,0,93,2440,2546,2432,2353,1007,654,967,1225,2564,0,0,100,42.5958687403132
"12939","DCD11 B3 Core 2",100,47,100,774,935,935,89,98,39,14,39,11,23,12,7,0,80,0,93,2440,2546,2432,2353,1007,654,967,1225,2564,0,0,100,37.9580878059139
"12940","DCD11 B3 Core 2",300,35,100,774,935,935,89,98,39,14,39,11,23,12,7,0,80,0,93,2440,2546,2432,2353,1007,654,967,1225,2564,0,0,100,39.4413647755753
"12941","DCD11 B3 Core 2",0,37,100,774,935,935,89,98,39,14,39,11,23,12,7,0,80,0,93,2440,2546,2432,2353,1007,654,967,1225,2564,0,0,100,39.4224654710369
"12942","DCD11 B3 Core 2",15,46,100,774,935,935,89,98,39,14,39,11,23,12,7,0,80,0,93,2440,2546,2432,2353,1007,654,967,1225,2564,0,0,100,38.3379553106826
"12943","DCD11 B3 Core 2",30,36,100,774,935,935,89,98,39,14,39,11,23,12,7,0,80,0,93,2440,2546,2432,2353,1007,654,967,1225,2564,0,0,100,42.3525425278946
"12944","DCD11 B3 Core 2",50,47,100,774,935,935,89,98,39,14,39,11,23,12,7,0,80,0,93,2440,2546,2432,2353,1007,654,967,1225,2564,0,0,100,39.2820173080887
"12945","DCD11 B3 Core 2",100,35,100,774,935,935,89,98,39,14,39,11,23,12,7,0,80,0,93,2440,2546,2432,2353,1007,654,967,1225,2564,0,0,100,42.3732995539814
"12946","DCD11 B3 Core 3",7.5,31,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,31.8133590483591
"12947","DCD11 B3 Core 3",22.5,33,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,30.4786155941086
"12948","DCD11 B3 Core 3",40,25,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,30.4263398140321
"12949","DCD11 B3 Core 3",75,28,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,33.0185575108652
"12950","DCD11 B3 Core 3",200,50,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,39.1785602591853
"12951","DCD11 B3 Core 3",15,31,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,31.5560899814471
"12952","DCD11 B3 Core 3",30,33,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,28.9206682206682
"12953","DCD11 B3 Core 3",50,25,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,30.5440668220668
"12954","DCD11 B3 Core 3",100,28,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,39.6385003885004
"12955","DCD11 B3 Core 3",300,50,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,40.8815934065934
"12956","DCD11 B3 Core 3",0,31,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,31.5552297096608
"12957","DCD11 B3 Core 3",15,33,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,31.1190401034151
"12958","DCD11 B3 Core 3",30,25,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,31.3321113549987
"12959","DCD11 B3 Core 3",50,28,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,29.2696586041824
"12960","DCD11 B3 Core 3",100,50,100,770,935,935,89,98,38,14,36,10,23,12,7,0,78,0,86,2440,2547,2432,2352,1007,655,968,1225,2564,0,0,100,30.8360500196664
"12961","DCD11 B3 Core 4",7.5,25,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,31.6980860189194
"12962","DCD11 B3 Core 4",22.5,30,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,34.902404023625
"12963","DCD11 B3 Core 4",40,40,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,39.2229813664596
"12964","DCD11 B3 Core 4",75,63,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,47.4447046578194
"12965","DCD11 B3 Core 4",200,45,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,50.6413862433862
"12966","DCD11 B3 Core 4",15,25,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,34.0889002267574
"12967","DCD11 B3 Core 4",30,30,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,39.2769841269841
"12968","DCD11 B3 Core 4",50,40,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,48.9455722055722
"12969","DCD11 B3 Core 4",100,63,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,46.8755372405372
"12970","DCD11 B3 Core 4",300,45,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,47.9667369901547
"12971","DCD11 B3 Core 4",0,25,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,30.2842304345981
"12972","DCD11 B3 Core 4",15,30,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,31.3949077238551
"12973","DCD11 B3 Core 4",30,40,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,35.4089934650279
"12974","DCD11 B3 Core 4",50,63,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,40.1911996151996
"12975","DCD11 B3 Core 4",100,45,100,766,935,935,97,98,38,12,36,11,22,12,7,0,79,0,74,2440,2547,2432,2351,1007,656,969,1225,2563,0,0,100,52.8630952380952
"12976","DCD11 B3 Core 5",7.5,45,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,36.1757509157509
"12977","DCD11 B3 Core 5",22.5,28,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,34.6423459779392
"12978","DCD11 B3 Core 5",40,30,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,35.7854681266446
"12979","DCD11 B3 Core 5",75,50,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,38.8052357261312
"12980","DCD11 B3 Core 5",200,34,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,40.6320216049383
"12981","DCD11 B3 Core 5",15,45,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,33.5996203796204
"12982","DCD11 B3 Core 5",30,28,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,31.9003747795415
"12983","DCD11 B3 Core 5",50,30,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,41.7204945204945
"12984","DCD11 B3 Core 5",100,50,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,37.7522901829353
"12985","DCD11 B3 Core 5",300,34,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,39.1049552299552
"12986","DCD11 B3 Core 5",0,45,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,36.3551368952685
"12987","DCD11 B3 Core 5",15,28,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,40.3476071873332
"12988","DCD11 B3 Core 5",30,30,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,31.6862156830511
"12989","DCD11 B3 Core 5",50,50,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,33.1501495284104
"12990","DCD11 B3 Core 5",100,34,100,765,935,935,90,98,38,14,39,14,21,12,7,0,83,0,81,2440,2547,2432,2353,1007,656,969,1225,2564,0,0,100,45.1934116112198
"12991","DCD11 B3 Core 6",7.5,24,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,34.2271451575799
"12992","DCD11 B3 Core 6",22.5,48,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,37.344573601981
"12993","DCD11 B3 Core 6",40,50,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,41.3039470899471
"12994","DCD11 B3 Core 6",75,24,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,38.5311054561055
"12995","DCD11 B3 Core 6",200,32,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,34.8749572649573
"12996","DCD11 B3 Core 6",15,24,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,40.1073377560391
"12997","DCD11 B3 Core 6",30,48,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,41.4073912595341
"12998","DCD11 B3 Core 6",50,50,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,35.2273987206823
"12999","DCD11 B3 Core 6",100,24,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,34.9899930986887
"13000","DCD11 B3 Core 6",300,32,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,34.6270970206264
"13001","DCD11 B3 Core 6",0,24,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,31.8605028305028
"13002","DCD11 B3 Core 6",15,48,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,30.4467483049675
"13003","DCD11 B3 Core 6",30,50,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,41.5164639593211
"13004","DCD11 B3 Core 6",50,24,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,43.0797498797499
"13005","DCD11 B3 Core 6",100,32,100,762,935,935,97,98,38,13,37,14,23,11,7,0,76,0,79,2440,2547,2432,2352,1007,657,970,1224,2563,0,0,100,32.621084080239
"13006","DCD11 B4 Core 1",7.5,38,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,35.9869426369426
"13007","DCD11 B4 Core 1",22.5,33,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,37.0860184591528
"13008","DCD11 B4 Core 1",40,38,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,37.8014087764088
"13009","DCD11 B4 Core 1",75,40,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,37.936434709569
"13010","DCD11 B4 Core 1",200,37,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,37.637978398053
"13011","DCD11 B4 Core 1",15,38,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,35.156368043721
"13012","DCD11 B4 Core 1",30,33,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,37.520872016872
"13013","DCD11 B4 Core 1",50,38,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,38.8287103395799
"13014","DCD11 B4 Core 1",100,40,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,37.6588337718619
"13015","DCD11 B4 Core 1",300,37,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,38.1693037214886
"13016","DCD11 B4 Core 1",0,38,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,35.4206937989547
"13017","DCD11 B4 Core 1",15,33,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,37.3284934871891
"13018","DCD11 B4 Core 1",30,38,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,35.8615952616478
"13019","DCD11 B4 Core 1",50,40,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,38.2017284186402
"13020","DCD11 B4 Core 1",100,37,100,782,830,830,78,87,24,9,22,5,0,14,6,0,39,0,56,2515,2713,2438,2448,1031,756,1178,1414,2525,0,0,100,38.6315608597751
"13021","DCD11 B4 Core 2",7.5,30,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,33.2988271492693
"13022","DCD11 B4 Core 2",22.5,42,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,37.0045240971433
"13023","DCD11 B4 Core 2",40,39,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,39.4247779288032
"13024","DCD11 B4 Core 2",75,36,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,37.645072438006
"13025","DCD11 B4 Core 2",200,35,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,42.042369010701
"13026","DCD11 B4 Core 2",15,30,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,36.8388593115943
"13027","DCD11 B4 Core 2",30,42,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,38.8874658721327
"13028","DCD11 B4 Core 2",50,39,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,38.1415531614868
"13029","DCD11 B4 Core 2",100,36,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,38.8344685743911
"13030","DCD11 B4 Core 2",300,35,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,42.0995884655232
"13031","DCD11 B4 Core 2",0,30,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,34.0031523770885
"13032","DCD11 B4 Core 2",15,42,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,34.3667393057943
"13033","DCD11 B4 Core 2",30,39,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,39.4281658012549
"13034","DCD11 B4 Core 2",50,36,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,38.9636822088265
"13035","DCD11 B4 Core 2",100,35,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,38.9609485572148
"13036","DCD11 B4 Core 3",7.5,33,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,32.6951356189671
"13037","DCD11 B4 Core 3",22.5,37,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,38.6262128925261
"13038","DCD11 B4 Core 3",40,42,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,38.7483209057648
"13039","DCD11 B4 Core 3",75,37,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,37.3790399593296
"13040","DCD11 B4 Core 3",200,46,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,37.506405786361
"13041","DCD11 B4 Core 3",15,33,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,36.8506657372701
"13042","DCD11 B4 Core 3",30,37,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,39.8676483455231
"13043","DCD11 B4 Core 3",50,42,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,37.718678523341
"13044","DCD11 B4 Core 3",100,37,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,38.9658035009537
"13045","DCD11 B4 Core 3",300,46,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,37.3688104273968
"13046","DCD11 B4 Core 3",0,33,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,32.2155874065833
"13047","DCD11 B4 Core 3",15,37,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,35.2987270912425
"13048","DCD11 B4 Core 3",30,42,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,38.9930152312615
"13049","DCD11 B4 Core 3",50,37,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,38.6529781037676
"13050","DCD11 B4 Core 3",100,46,100,780,925,925,97,97,33,11,34,10,14,13,7,0,72,0,86,2518,2714,2440,2449,1031,758,1180,1416,2525,0,0,100,36.9681684412572
"13051","DCD11 B4 Core 4",7.5,37,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,38.0659151034151
"13052","DCD11 B4 Core 4",22.5,44,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,36.7534192215699
"13053","DCD11 B4 Core 4",40,31,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,35.3756629373512
"13054","DCD11 B4 Core 4",75,26,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,35.549063020313
"13055","DCD11 B4 Core 4",200,40,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,36.7285085285085
"13056","DCD11 B4 Core 4",15,37,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,39.394151063127
"13057","DCD11 B4 Core 4",30,44,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,34.046066252588
"13058","DCD11 B4 Core 4",50,31,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,32.8279857397504
"13059","DCD11 B4 Core 4",100,26,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,37.5139434523809
"13060","DCD11 B4 Core 4",300,40,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,38.6786692759296
"13061","DCD11 B4 Core 4",0,37,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,37.3250897250897
"13062","DCD11 B4 Core 4",15,44,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,37.1472144918573
"13063","DCD11 B4 Core 4",30,31,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,38.8921650571651
"13064","DCD11 B4 Core 4",50,26,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,33.071183166249
"13065","DCD11 B4 Core 4",100,40,100,777,935,935,97,98,40,13,40,13,20,14,9,0,74,0,98,2521,2715,2443,2449,1032,760,1181,1418,2525,0,0,100,31.9762145262145
"13066","DCD11 B4 Core 5",7.5,35,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,34.3088088223505
"13067","DCD11 B4 Core 5",22.5,29,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,34.1469125319125
"13068","DCD11 B4 Core 5",40,35,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,34.949721019721
"13069","DCD11 B4 Core 5",75,42,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,38.9306327006327
"13070","DCD11 B4 Core 5",200,47,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,43.5939226634879
"13071","DCD11 B4 Core 5",15,35,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,32.6943528693529
"13072","DCD11 B4 Core 5",30,29,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,35.2195453322572
"13073","DCD11 B4 Core 5",50,35,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,38.7996237889095
"13074","DCD11 B4 Core 5",100,42,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,42.604378954379
"13075","DCD11 B4 Core 5",300,47,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,43.7171356421356
"13076","DCD11 B4 Core 5",0,35,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,34.3245227370227
"13077","DCD11 B4 Core 5",15,29,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,34.742855888912
"13078","DCD11 B4 Core 5",30,35,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,33.3357451303185
"13079","DCD11 B4 Core 5",50,42,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,35.8350993822186
"13080","DCD11 B4 Core 5",100,47,100,778,935,935,97,98,43,16,44,13,19,14,8,0,76,0,98,2524,2716,2446,2451,1032,762,1183,1420,2525,0,0,100,41.1885946665167
