"","SOURCEID","DEPTH","OCDENS","MNGUSG_30mf","SOCS_0_200cm_30m","mfw_30m","a2012mfw_30m","TREL10_30m","TRC_30m","SW1L14_30m","SW2L14_30m","SW1_30m","SW2_30m","SRTMGL1_30m","REDL14_30m","RED_30m","OCCGSW_30m","NIRL14_30m","EXTGSW_30m","NIR_30m","SST_1_30m","SST_2_30m","SST_3_30m","SST_4_30m","TSM_1_30m","TSM_2_30m","TSM_3_30m","TSM_4_30m","TidalRange_30m","MTYP_Organogenic_30m","MTYP_Mineralogenic_30m","MTYP_Estuarine_30m","OCDENS.predicted"
"1","JBK11 RP Seaward",7.5,43,100,1084,787,787,90,95,27,10,28,8,10,9,10,0,66,0,96,2741,2885,2806,2862,163,185,225,160,4990,0,100,0,39.5639018389018
"2","JBK11 RP Seaward",22.5,40,100,1084,787,787,90,95,27,10,28,8,10,9,10,0,66,0,96,2741,2885,2806,2862,163,185,225,160,4990,0,100,0,39.0634186759187
"3","JBK11 RP Seaward",40,33,100,1084,787,787,90,95,27,10,28,8,10,9,10,0,66,0,96,2741,2885,2806,2862,163,185,225,160,4990,0,100,0,36.8005870841487
"4","JBK11 RP Seaward",69.5,31,100,1084,787,787,90,95,27,10,28,8,10,9,10,0,66,0,96,2741,2885,2806,2862,163,185,225,160,4990,0,100,0,34.5624105447022
"5","JBK11 RP Seaward",15,43,100,1084,787,787,90,95,27,10,28,8,10,9,10,0,66,0,96,2741,2885,2806,2862,163,185,225,160,4990,0,100,0,39.8095077220077
"6","JBK11 RP Seaward",30,40,100,1084,787,787,90,95,27,10,28,8,10,9,10,0,66,0,96,2741,2885,2806,2862,163,185,225,160,4990,0,100,0,35.2680909003277
"7","JBK11 RP Seaward",50,33,100,1084,787,787,90,95,27,10,28,8,10,9,10,0,66,0,96,2741,2885,2806,2862,163,185,225,160,4990,0,100,0,33.7860719764566
"8","JBK11 RP Seaward",89,31,100,1084,787,787,90,95,27,10,28,8,10,9,10,0,66,0,96,2741,2885,2806,2862,163,185,225,160,4990,0,100,0,34.2632246748685
"9","JBK11 RP Seaward",0,43,100,1084,787,787,90,95,27,10,28,8,10,9,10,0,66,0,96,2741,2885,2806,2862,163,185,225,160,4990,0,100,0,40.4007330246914
"10","JBK11 RP Seaward",15,40,100,1084,787,787,90,95,27,10,28,8,10,9,10,0,66,0,96,2741,2885,2806,2862,163,185,225,160,4990,0,100,0,40.3338504778803
"11","JBK11 RP Seaward",30,33,100,1084,787,787,90,95,27,10,28,8,10,9,10,0,66,0,96,2741,2885,2806,2862,163,185,225,160,4990,0,100,0,38.9995339237877
"12","JBK11 RP Seaward",50,31,100,1084,787,787,90,95,27,10,28,8,10,9,10,0,66,0,96,2741,2885,2806,2862,163,185,225,160,4990,0,100,0,34.206015037594
"13","JBK11 RP Interior",7.5,39,100,1044,919,919,93,97,31,10,29,8,9,8,8,0,114,0,101,2741,2884,2807,2862,162,186,224,160,4990,0,100,0,41.9375317969068
"14","JBK11 RP Interior",22.5,47,100,1044,919,919,93,97,31,10,29,8,9,8,8,0,114,0,101,2741,2884,2807,2862,162,186,224,160,4990,0,100,0,42.990391573296
"15","JBK11 RP Interior",40,42,100,1044,919,919,93,97,31,10,29,8,9,8,8,0,114,0,101,2741,2884,2807,2862,162,186,224,160,4990,0,100,0,44.8111607142857
"16","JBK11 RP Interior",75.5,47,100,1044,919,919,93,97,31,10,29,8,9,8,8,0,114,0,101,2741,2884,2807,2862,162,186,224,160,4990,0,100,0,44.768734632371
"17","JBK11 RP Interior",15,39,100,1044,919,919,93,97,31,10,29,8,9,8,8,0,114,0,101,2741,2884,2807,2862,162,186,224,160,4990,0,100,0,44.3460002497502
"18","JBK11 RP Interior",30,47,100,1044,919,919,93,97,31,10,29,8,9,8,8,0,114,0,101,2741,2884,2807,2862,162,186,224,160,4990,0,100,0,43.3783758104181
"19","JBK11 RP Interior",50,42,100,1044,919,919,93,97,31,10,29,8,9,8,8,0,114,0,101,2741,2884,2807,2862,162,186,224,160,4990,0,100,0,45.2326206140351
"20","JBK11 RP Interior",101,47,100,1044,919,919,93,97,31,10,29,8,9,8,8,0,114,0,101,2741,2884,2807,2862,162,186,224,160,4990,0,100,0,45.7753527336861
"21","JBK11 RP Interior",0,39,100,1044,919,919,93,97,31,10,29,8,9,8,8,0,114,0,101,2741,2884,2807,2862,162,186,224,160,4990,0,100,0,42.6394586894587
"22","JBK11 RP Interior",15,47,100,1044,919,919,93,97,31,10,29,8,9,8,8,0,114,0,101,2741,2884,2807,2862,162,186,224,160,4990,0,100,0,41.1287732528909
"23","JBK11 RP Interior",30,42,100,1044,919,919,93,97,31,10,29,8,9,8,8,0,114,0,101,2741,2884,2807,2862,162,186,224,160,4990,0,100,0,45.2840625644197
"24","JBK11 RP Interior",50,47,100,1044,919,919,93,97,31,10,29,8,9,8,8,0,114,0,101,2741,2884,2807,2862,162,186,224,160,4990,0,100,0,43.9813031976076
"25","JBK11 RP Landward",7.5,43,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,46.3956819275001
"26","JBK11 RP Landward",22.5,47,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,49.1084772370487
"27","JBK11 RP Landward",40,61,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,53.6265492461746
"28","JBK11 RP Landward",75,53,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,54.625598097217
"29","JBK11 RP Landward",130,53,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,51.396137920051
"30","JBK11 RP Landward",15,43,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,46.6533423723243
"31","JBK11 RP Landward",30,47,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,56.7033424908425
"32","JBK11 RP Landward",50,61,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,53.7620184990048
"33","JBK11 RP Landward",100,53,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,53.1605873000239
"34","JBK11 RP Landward",160,53,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,49.799255660797
"35","JBK11 RP Landward",0,43,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,47.0451329126028
"36","JBK11 RP Landward",15,47,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,45.1892904197252
"37","JBK11 RP Landward",30,61,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,49.8396721922146
"38","JBK11 RP Landward",50,53,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,55.8945962887016
"39","JBK11 RP Landward",100,53,100,947,919,919,90,95,37,14,65,26,13,6,13,0,93,0,110,2742,2884,2808,2862,162,188,224,160,4991,0,100,0,53.4105272063552
"55","JBK11 Yap Interior",7.5,37,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,37.9882390154129
"56","JBK11 Yap Interior",22.5,40,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,37.6795725825138
"57","JBK11 Yap Interior",40,36,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,36.7788332673137
"58","JBK11 Yap Interior",75,31,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,34.0794231225548
"59","JBK11 Yap Interior",129.5,31,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,33.483328870764
"60","JBK11 Yap Interior",15,37,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,38.478802416489
"61","JBK11 Yap Interior",30,40,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,36.1621191797248
"62","JBK11 Yap Interior",50,36,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,33.9117050618227
"63","JBK11 Yap Interior",100,31,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,33.0217891372623
"64","JBK11 Yap Interior",159,31,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,34.8210973394797
"65","JBK11 Yap Interior",0,37,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,38.1154779719594
"66","JBK11 Yap Interior",15,40,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,37.3878066378066
"67","JBK11 Yap Interior",30,36,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,37.4731233907704
"68","JBK11 Yap Interior",50,31,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,36.0995222415566
"69","JBK11 Yap Interior",100,31,100,920,0,0,90,98,0,0,31,11,17,0,6,0,0,0,88,2682,2824,2871,2839,195,255,327,222,4263,0,100,0,33.392765863482
"70","JBK11 Yap Landward",7.5,44,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,49.8638465193343
"71","JBK11 Yap Landward",22.5,55,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,51.0285657944749
"72","JBK11 Yap Landward",40,58,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,53.3812833270626
"73","JBK11 Yap Landward",75,47,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,50.212068024568
"74","JBK11 Yap Landward",165.5,47,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,46.5347643097643
"75","JBK11 Yap Landward",15,44,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,53.0253302644148
"76","JBK11 Yap Landward",30,55,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,54.1831299827623
"77","JBK11 Yap Landward",50,58,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,50.8613829093281
"78","JBK11 Yap Landward",100,47,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,47.800656712115
"79","JBK11 Yap Landward",231,47,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,46.6383025263978
"80","JBK11 Yap Landward",0,44,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,49.4232266865079
"81","JBK11 Yap Landward",15,55,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,47.8188922188922
"82","JBK11 Yap Landward",30,58,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,53.1509632524338
"83","JBK11 Yap Landward",50,47,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,54.5308302068302
"84","JBK11 Yap Landward",100,47,100,967,924,924,90,98,0,0,32,11,17,0,5,0,0,0,95,2682,2823,2872,2839,196,259,329,224,4263,0,100,0,47.8920155714932
"85","JBK14 Alta 3",7.5,57,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,54.4817765567766
"86","JBK14 Alta 3",22.5,48,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,54.6047896922897
"87","JBK14 Alta 3",40,64,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,56.4371763706379
"88","JBK14 Alta 3",75,56,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,54.6297852773205
"89","JBK14 Alta 3",110,36,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,48.3495666248956
"90","JBK14 Alta 3",15,57,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,52.6429298941799
"91","JBK14 Alta 3",30,48,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,58.7412897287897
"92","JBK14 Alta 3",50,64,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,55.4251274338937
"93","JBK14 Alta 3",100,56,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,41.8354686979687
"94","JBK14 Alta 3",120,36,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,43.5490189594356
"95","JBK14 Alta 3",0,57,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,54.4593707218707
"96","JBK14 Alta 3",15,48,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,55.8340475215475
"97","JBK14 Alta 3",30,64,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,53.1432306255836
"98","JBK14 Alta 3",50,56,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,58.0707150284356
"99","JBK14 Alta 3",100,36,100,943,801,801,95,74,26,4,23,1,17,7,0,0,76,0,88,1823,2361,2558,2406,67,99,76,98,2049,0,0,100,51.1417313242313
"130","JBK14 Guinea Media",7.5,47,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,51.7505368814192
"131","JBK14 Guinea Media",22.5,55,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,51.6100697809653
"132","JBK14 Guinea Media",40,54,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,53.2079445246112
"133","JBK14 Guinea Media",75,52,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,51.8462469078541
"134","JBK14 Guinea Media",172.5,43,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,46.7772789115646
"135","JBK14 Guinea Media",15,47,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,52.9133116883117
"136","JBK14 Guinea Media",30,55,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,53.2063345813346
"137","JBK14 Guinea Media",50,54,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,52.3577031914694
"138","JBK14 Guinea Media",100,52,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,46.5954425204425
"139","JBK14 Guinea Media",245,43,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,45.5333050655812
"140","JBK14 Guinea Media",0,47,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,51.0778543005816
"141","JBK14 Guinea Media",15,55,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,49.4630616088243
"142","JBK14 Guinea Media",30,54,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,53.2919246249065
"143","JBK14 Guinea Media",50,52,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,52.9472272727273
"144","JBK14 Guinea Media",100,43,100,955,738,738,59,76,29,7,35,10,4,11,13,0,73,0,77,1776,2367,2562,2438,47,71,52,75,2058,0,0,100,50.3796266233766
"145","JBK14 Laguna Media",7.5,27,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,40.8592623372369
"146","JBK14 Laguna Media",22.5,53,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,42.963743015266
"147","JBK14 Laguna Media",40,44,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,46.8757451273296
"148","JBK14 Laguna Media",75,46,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,47.1661852952875
"149","JBK14 Laguna Media",169.5,58,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,49.3124644841063
"150","JBK14 Laguna Media",15,27,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,46.8602784771128
"151","JBK14 Laguna Media",30,53,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,45.4492288683904
"152","JBK14 Laguna Media",50,44,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,46.3167107525976
"153","JBK14 Laguna Media",100,46,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,52.4921263796264
"154","JBK14 Laguna Media",239,58,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,50.2131476856477
"155","JBK14 Laguna Media",0,27,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,40.7299504905063
"156","JBK14 Laguna Media",15,53,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,36.9261670627847
"157","JBK14 Laguna Media",30,44,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,47.6260644392076
"158","JBK14 Laguna Media",50,46,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,45.630866545935
"159","JBK14 Laguna Media",100,58,100,1004,739,739,85,89,31,7,33,8,4,10,8,0,76,0,88,1817,2347,2538,2373,58,89,66,85,2039,0,0,100,47.5335025023996
"160","JBK14 Mediana Sur",7.5,64,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,57.4442307692308
"161","JBK14 Mediana Sur",22.5,57,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,58.1486345329629
"162","JBK14 Mediana Sur",40,55,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,56.3903674711894
"163","JBK14 Mediana Sur",75,51,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,52.0201224270803
"164","JBK14 Mediana Sur",161,40,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,47.1802315875845
"165","JBK14 Mediana Sur",15,64,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,57.8195856873823
"166","JBK14 Mediana Sur",30,57,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,56.5310291692435
"167","JBK14 Mediana Sur",50,55,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,53.5739909297052
"168","JBK14 Mediana Sur",100,51,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,45.2681469510881
"169","JBK14 Mediana Sur",222,40,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,47.6679023508137
"170","JBK14 Mediana Sur",0,64,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,56.9434685289641
"171","JBK14 Mediana Sur",15,57,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,60.7074263038549
"172","JBK14 Mediana Sur",30,55,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,57.4259224369518
"173","JBK14 Mediana Sur",50,51,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,55.3398489503328
"174","JBK14 Mediana Sur",100,40,100,1017,739,739,85,88,28,3,33,8,7,8,9,0,81,0,76,1824,2350,2544,2378,64,96,72,92,2040,0,0,100,50.5125790467702
"175","JBK14 Bajo Final",7.5,48,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,47.3938181786008
"176","JBK14 Bajo Final",22.5,48,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,46.6572382019533
"177","JBK14 Bajo Final",40,46,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,46.2730700625238
"178","JBK14 Bajo Final",75,46,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,45.8535290307442
"179","JBK14 Bajo Final",175,42,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,44.1630444233385
"180","JBK14 Bajo Final",15,48,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,47.4159848192743
"181","JBK14 Bajo Final",30,48,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,45.6924820417678
"182","JBK14 Bajo Final",50,46,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,45.9266763087659
"183","JBK14 Bajo Final",100,46,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,44.626256247898
"184","JBK14 Bajo Final",250,42,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,42.72485766488
"185","JBK14 Bajo Final",0,48,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,46.4884229196729
"186","JBK14 Bajo Final",15,48,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,47.3986933806934
"187","JBK14 Bajo Final",30,46,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,46.2916923243126
"188","JBK14 Bajo Final",50,46,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,46.0863209849511
"189","JBK14 Bajo Final",100,42,100,884,0,0,0,0,14,1,17,1,2,9,9,0,35,0,44,2096,2550,2790,2679,298,289,204,416,2189,0,0,100,46.0423854250325
"190","JBK14 Granja Bajo",7.5,46,100,904,0,0,20,0,15,4,18,3,5,11,8,0,31,0,41,2130,2559,2791,2679,268,260,187,366,2192,0,0,100,43.9734821428572
"191","JBK14 Granja Bajo",22.5,42,100,904,0,0,20,0,15,4,18,3,5,11,8,0,31,0,41,2130,2559,2791,2679,268,260,187,366,2192,0,0,100,44.0960302004606
"192","JBK14 Granja Bajo",40,36,100,904,0,0,20,0,15,4,18,3,5,11,8,0,31,0,41,2130,2559,2791,2679,268,260,187,366,2192,0,0,100,42.3425432431926
"193","JBK14 Granja Bajo",75,54,100,904,0,0,20,0,15,4,18,3,5,11,8,0,31,0,41,2130,2559,2791,2679,268,260,187,366,2192,0,0,100,44.632812129827
"194","JBK14 Granja Bajo",15,46,100,904,0,0,20,0,15,4,18,3,5,11,8,0,31,0,41,2130,2559,2791,2679,268,260,187,366,2192,0,0,100,43.1632203477274
"195","JBK14 Granja Bajo",30,42,100,904,0,0,20,0,15,4,18,3,5,11,8,0,31,0,41,2130,2559,2791,2679,268,260,187,366,2192,0,0,100,40.9595840552362
"196","JBK14 Granja Bajo",50,36,100,904,0,0,20,0,15,4,18,3,5,11,8,0,31,0,41,2130,2559,2791,2679,268,260,187,366,2192,0,0,100,46.3378464128464
